SERIALNUMBER,SOCS1REPAIRCODE,SOCS2COMPONENTCODE,SOCS3DEFECT_CODE,NR_INTERVENTION
151530003197,Part Replaced,GENERATOR,"Scratched, dented, sharp edges",1
371206306102,Functional check,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
Not assigned,Added,ACCESSORIES,No problem found,1
151610004086,Part Replaced,SEALS - GASKETS - BEARINGS,"Incorrect wired, assembled",1
371114700320,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
999999999,Part Replaced,DOOR / LID,"Incorrect wired, assembled",1
371318701114,Part Replaced,AIR-REGULATOR,"Misoperating (component, module)",1
151507007778,Part Replaced,STEP SWITCH,"Misoperating (component, module)",1
504300086,Part Replaced,"MOTOR-FAN, COOLING","Cut, broken, split, torn",1
371203701152,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
371035701598,Mechanical alignments,"CAP, PUSHBUTTON","Loose, off, stripped",1
371211700318,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151637006202,Product exchange proposal,"PANEL, FRONT","Cut, broken, split, torn",1
151641008764,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151638005445,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151604008892,Part Replaced,USER BOARD,Burnt,1
151641003830,Part Replaced,USER BOARD,Mechanically misaligned,1
209052602,Part Replaced,POWER BOARD,Faulty mains voltage,1
151549005420,Part Replaced,"PANEL, FRONT",Mechanically misaligned,1
151526002971,Part Replaced,DOOR,"Cut, broken, split, torn",1
501290089,Part Replaced,INNER DOOR-GLASS,"Cut, broken, split, torn",1
609100620,Part Replaced,MAGNETRON,Leaking,1
999999999,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151543005004,Part Replaced,CONTROL PANEL,"Incorrect wired, assembled",1
371414000384,Product exchange proposal,USER BOARD,Unable to diagnose fault,1
999999999,Part Replaced,CERAMIC / MICA / ASBESTOS-COVER,Worn out (or general mechanical defect),1
999999999,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151642004152,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
10061395,Part Replaced,GENERATOR,"Scratched, dented, sharp edges",1
151616006680,Mechanical alignments,POWER BOARD,"Misoperating (component, module)",1
151517007784,Mechanical alignments,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
511190026,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
151634002179,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151641008269,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151635005912,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151523003198,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
371423009938,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151636003283,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151615005921,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
507290822,Electrical alignment / wiring / Resolder,GENERATOR,Short circuit,1
151627001273,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151638002749,Part Replaced,USER BOARD,"Scratched, dented, sharp edges",1
421447011112,Part Replaced,USER BOARD,Short circuit,1
151602001585,Part Replaced,STEP SWITCH,"Misoperating (component, module)",1
999999999,Repaired component,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151606009144,Repaired component,DOOR LOCK,"Blocked, clogged",1
341506306152,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
608180732,Mechanical alignments,DOOR,"Loose, off, stripped",1
371223301605,Product exchange proposal,NEW APPLIANCE,No problem found,1
501290082,Part Replaced,DOOR,"Paint, colour mismatch",1
151544005476,Functional check,OTHERS MECHANICAL,Unable to diagnose fault,1
220001000001,Mechanical alignments,POWER BOARD,"Bad contact, connection",1
151641006682,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151627006554,Part Replaced,CAPACITOR,Short circuit,1
151610001622,Part Replaced,LAMP,Burnt,1
151612002548,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
503030586,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Bad contact, connection",1
151546005994,Part Replaced,POTENTIOMETER,"Bad contact, connection",1
202030622,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
305151015,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
501140270,Part Replaced,TURNTABLE MOTOR,"Cut, broken, split, torn",1
701053877,Part Replaced,"CAP, PUSHBUTTON",Deformed,1
151537010021,Mechanical alignments,DOOR,"Loose, off, stripped",1
603050187,Part Replaced,USER BOARD,"Misoperating (component, module)",1
421410015690,Electrical alignment / wiring / Resolder,CONTROL PANEL,Faulty mains voltage,1
151518003750,Mechanical alignments,USER BOARD,"Bad contact, connection",1
999999999,Functional check,PILOT LIGHT / LED,"Misoperating (component, module)",1
151508002322,Part Replaced,INTERFERENCE-FILTER,Burnt,1
610101304,Part Replaced,MAGNETRON,Burnt,1
610250415,Mechanical alignments,TRANSFORMER,"Incorrect wired, assembled",1
151546000757,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
371149701568,Part Replaced,POWER BOARD,Burnt,1
405112369,Product exchange proposal,FRAME,Burnt,1
371323701062,Part Replaced,MAGNETRON,Short circuit,1
406080710,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
371323005095,Part Replaced,DOOR,Insulation problem,1
151535003021,Preventive action,USER BOARD,"Incorrect wired, assembled",1
610200508,Mechanical alignments,DOOR,Mechanically misaligned,1
371148701271,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
903230336,Mechanical alignments,"PANEL, FRONT","Incorrect wired, assembled",1
151608002107,Part Replaced,CONTROL PANEL,"Not welded or glued, broken weld",1
151536007294,Part Replaced,USER BOARD,Burnt,1
606040746,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151601001345,Part Replaced,DOOR,"Misoperating (component, module)",1
601120064,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151535005388,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
505160035,Product Installation,NEW APPLIANCE,No problem found,1
371328302551,Part Replaced,TRANSFORMER,"Misoperating (component, module)",1
151627002961,Part Replaced,DOOR,"Cut, broken, split, torn",1
999999999,Functional check,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
151703003945,Product Installation,NEW APPLIANCE,No problem found,1
604051700,Part Replaced,CAPACITOR,Burnt,1
371423010114,Part Replaced,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,Short circuit,1
999999999,Electrical alignment / wiring / Resolder,WIRING,"Bad contact, connection",1
151704000409,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
999999999,Mechanical alignments,MAIN MOTOR,"Misoperating (component, module)",1
371106700247,Functional check,PERFORMANCE COMPLAINT,Faulty mains voltage,1
151618001706,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151634002322,Functional check,OTHERS ELECTRICAL,No problem found,1
371212700026,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
151603005677,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
999999999,Part Replaced,TRANSFORMER,Worn out (or general mechanical defect),1
151642004231,Product exchange proposal,OTHERS MECHANICAL,"Cut, broken, split, torn",1
505150501,Product exchange proposal,NEW APPLIANCE,No problem found,1
370835702343,Part Replaced,"CAP, PUSHBUTTON","Cut, broken, split, torn",1
151530010130,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
999999999,Repaired component,DOOR LOCK,"Misoperating (component, module)",1
701100269,Part Replaced,DOOR / LID,Deformed,1
151537001511,Mechanical alignments,"PANEL, FRONT","Incorrect wired, assembled",1
151629005370,Explanation for customer  (IFU),DOOR,No problem found,1
151509007556,Part Replaced,MAGNETRON,Worn out (or general mechanical defect),1
151616004643,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
509030466,Repaired component,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
512030012,Product exchange proposal,INNER DOOR-GLASS,"Cut, broken, split, torn",1
151602006203,Part Replaced,DOOR,Worn out (or general mechanical defect),1
421410015748,Repaired component,TRANSFORMER,"Bad contact, connection",1
151624005357,Mechanical alignments,"MOTOR-FAN, CIRCULATION",Vibrating,1
802168431,Part Replaced,MAIN MOTOR,Worn out (or general mechanical defect),1
371226301688,Mechanical alignments,DOOR,Mechanically misaligned,1
610219740,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
371226307175,Part Replaced,MAGNETRON,"Blocked, clogged",1
421447011528,Electrical alignment / wiring / Resolder,OTHERS ELECTRICAL,"Bad contact, connection",1
370617700610,Part Replaced,TURNTABLE MOTOR,"Bad contact, connection",1
15170700279,Product Installation,NEW APPLIANCE,No problem found,1
151602005571,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
151609002327,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
509030541,Part Replaced,INNER DOOR-GLASS,"Misoperating (component, module)",1
Not assigned,Repaired component,MICROSWITCH,"Blocked, clogged",1
999999999,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371132701045,Part Replaced,USER BOARD,"Misoperating (component, module)",1
608180801,Part Replaced,INNER-DOOR,"Cut, broken, split, torn",1
610148405,Part Replaced,ACCESSORIES,"Misoperating (component, module)",1
151540002874,Mechanical alignments,CABINET,Noisy,1
512030267,Repaired component,CONNECTOR / PLUG,"Incorrect wired, assembled",1
151641003808,Functional check,DOOR / LID,Deformed,1
151703006085,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Mechanical alignments,MAINS LEAD / CORD,"Cut, broken, split, torn",1
603020410,Product Installation,DOOR,Unable to diagnose fault,1
606040677,Part Replaced,SEALS - GASKETS - BEARINGS,"Misoperating (component, module)",1
151635000035,Preventive action,INSTRUCTION FOR USE,No problem found,1
609095072,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151642004206,Repaired component,"MOTOR-FAN, CIRCULATION","Misoperating (component, module)",1
999999999,Electrical alignment / wiring / Resolder,USER BOARD,Faulty mains voltage,1
999999999,Product Installation,CABINET,"Electrically misaligned, wrong setting",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
505060262,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
603040598,Mechanical alignments,"MOTOR-FAN, CIRCULATION","Loose, off, stripped",1
151540002357,Electrical alignment / wiring / Resolder,USER BOARD,Faulty mains voltage,1
151635003875,Mechanical alignments,HINGES,"Loose, off, stripped",1
151642004233,Mechanical alignments,"MOTOR-FAN, CIRCULATION",Noisy,1
411195222,Part Replaced,OTHERS MECHANICAL,Short circuit,1
421532011000,Functional check,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
370933303467,Part Replaced,INTERFERENCE-FILTER,Worn out (or general mechanical defect),1
421328012599,Part Replaced,"MOTOR-FAN, CIRCULATION","Scratched, dented, sharp edges",1
221630000001,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
151520005974,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
309050025,Mechanical alignments,WIRING,"Bad contact, connection",1
151608004404,Functional check,INSTRUCTION FOR USE,No problem found,1
999999999,Mechanical alignments,DOOR,"Incorrect wired, assembled",1
701107188,Electrical alignment / wiring / Resolder,WIRING,"Bad contact, connection",1
151604004055,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
151619003186,Functional check,PERFORMANCE COMPLAINT,No problem found,1
151649002144,Functional check,USER BOARD,Burnt,1
607129303,Part Replaced,"FRAME, DOOR-GLASS (OUTER)","Misoperating (component, module)",1
606041672,Product exchange proposal,FRAME,"Paint, colour mismatch",1
151520001115,Part Replaced,DOOR,"Snapped, stuck, jammed",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Part Replaced,TRANSFORMER,"Misoperating (component, module)",1
303080100,Part Replaced,ACCESSORIES,Deformed,1
502025345,Repaired component,DOOR LOCK,"Loose, off, stripped",1
151634008901,Product Installation,DOOR,"Scratched, dented, sharp edges",1
203213199,Functional check,OTHERS ELECTRICAL,"Faulty program setting, installation",1
371242700889,Functional check,GENERATOR,"Misoperating (component, module)",1
999999999,Software correction / upgrade / reset,OTHERS ELECTRICAL,Software problem,1
151616004507,Functional check,DISPLAY,No problem found,1
151523007393,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
371436000500,Part Replaced,PERFORMANCE COMPLAINT,Deformed,1
371328700143,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
371143700843,Functional check,HEATING ELEMENT / INDUCTION MODULE,"Misoperating (component, module)",1
505180098,Repaired component,"MOTOR-FAN, COOLING","Loose, off, stripped",1
151618001716,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Blocked, clogged",1
505160036,Product Installation,NEW APPLIANCE,No problem found,1
151507005049,Functional check,PERFORMANCE COMPLAINT,No problem found,1
604050380,Part Replaced,DOOR,Mechanically misaligned,1
371036700868,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
101023410,Repaired component,KNOB,"Misoperating (component, module)",1
603020170,Mechanical alignments,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
603030927,Functional check,"MOTOR-FAN, CIRCULATION","Misoperating (component, module)",1
151607002329,Mechanical alignments,HINGES,Mechanically misaligned,1
999999999,Part Replaced,"FRAME, DOOR-GLASS (OUTER)","Scratched, dented, sharp edges",1
151552004532,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
371301009655,Part Replaced,OTHERS MECHANICAL,"Cut, broken, split, torn",1
371208701842,Product exchange proposal,OTHERS ELECTRICAL,Unable to diagnose fault,1
312140202,Mechanical alignments,WIRING,"Incorrect wired, assembled",1
151540000635,Part Replaced,DOOR,"Cut, broken, split, torn",1
151539002383,Part Replaced,KNOB,"Misoperating (component, module)",1
151620006463,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
151547002264,Functional check,BEARING,No problem found,1
371005700532,Product exchange proposal,INNER-LINER-CAVITY-TUB,Deformed,1
507080003,Product exchange proposal,"CAP, PUSHBUTTON",Deformed,1
151641005653,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
221,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Functional check,HOOK / DOOR-LATCH,Software problem,1
610036960,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
151629004706,Part Replaced,DOOR,"Misoperating (component, module)",1
421217015651,Repaired component,FUSE,Open circuit,1
220001000001,Mechanical alignments,USER BOARD,"Loose, off, stripped",1
151634006186,Functional check,INSTRUCTION FOR USE,No problem found,1
609280050,Repaired component,CONNECTOR / PLUG,"Incorrect wired, assembled",1
999999999,Part Replaced,MAGNETRON,Open circuit,1
151642003018,Mechanical alignments,INSTRUCTION FOR USE,No problem found,1
151610000183,Mechanical alignments,CONNECTOR / PLUG,"Bad contact, connection",1
999999999,Software correction / upgrade / reset,POWER BOARD,Software problem,1
611250119,Part Replaced,FUSE,Open circuit,1
601120095,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
379624004017,Part Replaced,"MOTOR-FAN, CIRCULATION","Blocked, clogged",1
151541002677,Part Replaced,MAGNETRON,Open circuit,1
151451000265,Mechanical alignments,STEP SWITCH,"Loose, off, stripped",1
606041672,Part Replaced,"FRAME, DOOR-GLASS (OUTER)","Cracked, peeled, melted",1
151516004082,Product exchange proposal,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
609120023,Mechanical alignments,MAGNETRON,"Misoperating (component, module)",1
312231456,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151615000574,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Electrically misaligned, wrong setting",1
402062014,Part Replaced,MAIN MOTOR,Software problem,1
151618000829,Preventive action,"MOTOR-FAN, CIRCULATION","Incorrect wired, assembled",1
371434005594,Product Installation,DOOR,Deformed,1
151603008703,Functional check,PERFORMANCE COMPLAINT,No problem found,1
151642003030,Explanation for customer  (IFU),PERFORMANCE COMPLAINT,No problem found,1
